NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
5630,Fort Wayne,41.3754,-84.4912,United States
5680,Greenfield,40.2924,-86.2218,United States
5690,Greenfield,40.2924,-86.213,United States
5693,Greenfield,40.2918,-86.4748,Kokomo city
5695,Greenfield,40.2906,-86.0806,Kokomo city
5700,Fort Wayne,40.283,-85.2942,Upland town
5710,Fort Wayne,40.2712,-85.293,United States
5720,Fort Wayne,40.2706,-85.2554,United States
5740,LaPorte,41.17,-86.313,United States
5750,LaPorte,41.1848,-86.313,United States
5760,LaPorte,41.2206,-86.303,United States
5770,LaPorte,41.2812,-86.2854,Walkerton town
5780,LaPorte,41.2906,-86.2812,United States
5790,LaPorte,41.323,-86.2542,United States
5810,LaPorte,41.383,-86.1754,Tampa city
5820,LaPorte,41.4,-86.1506,Tampa city
5830,LaPorte,41.4006,-86.1418,Tampa city
5832,LaPorte,41.4006,-86.1418,Tampa city
5840,LaPorte,41.4006,-86.1412,Tampa city
5842,LaPorte,41.4224,-86.1224,Tampa city
5864,LaPorte,40.4618,-87.3112,United States
5866,LaPorte,40.4612,-87.3,United States
5868,LaPorte,40.4612,-87.2854,United States
5869,LaPorte,40.46,-87.243,United States
5870,LaPorte,40.46,-87.2254,United States
5875,LaPorte,40.4554,-87.1942,United States
5878,LaPorte,40.4556,-87.1715,United States
5880,LaPorte,40.46,-87.1642,United States
5884,LaPorte,40.455677,-87.123913,United States
5887,LaPorte,40.4554,-87.1054,United States
5890,LaPorte,40.46,-87.0854,Rayle town
5900,LaPorte,40.46,-87.0712,United States
5910,LaPorte,40.4506,-86.5906,United States
5920,LaPorte,40.4506,-86.5736,United States
5930,LaPorte,40.45,-86.5318,United States
5940,LaPorte,40.4448,-86.453,Monticello city
5941,LaPorte,40.444722,-86.452788,Monticello city
5960,LaPorte,40.4554,-86.2954,United States
5962,LaPorte,40.45,-86.1318,United States
5963,LaPorte,40.45,-86.1318,United States
5970,LaPorte,40.4554,-86.2842,United States
5980,LaPorte,40.4554,-86.2836,United States
5990,LaPorte,40.453,-86.26,United States
6000,LaPorte,40.4512,-86.2224,Logansport city
6001,LaPorte,40.44,-86.183,United States
6002,LaPorte,40.44,-86.183,United States
6003,LaPorte,40.4412,-86.1818,United States
6004,LaPorte,40.4412,-86.1818,United States
6011,LaPorte,40.4542,-86.103,United States
6012,LaPorte,40.4542,-86.103,United States
6019,Fort Wayne,40.4624,-86.0742,United States
6021,Fort Wayne,40.4624,-86.0742,United States
6022,Fort Wayne,40.4624,-86.0654,United States
6023,Fort Wayne,40.4624,-86.0648,United States
6024,Fort Wayne,40.4624,-86.0554,United States
6026,Fort Wayne,40.463,-86.0412,Petrey town
6027,Fort Wayne,40.463,-86.0412,Petrey town
6028,Fort Wayne,40.463,-86.0406,Petrey town
6029,Fort Wayne,40.463,-86.0406,Petrey town
6031,Fort Wayne,40.47,-86.0318,United States
6043,Fort Wayne,40.4824,-85.5512,United States
6045,Fort Wayne,40.4812,-85.5336,United States
6046,Fort Wayne,40.4812,-85.5336,United States
6054,Fort Wayne,40.5006,-85.4542,United States
6057,Fort Wayne,40.5006,-85.4542,United States
6071,Fort Wayne,40.51,-85.4324,United States
6072,Fort Wayne,40.51,-85.4324,United States
6075,Fort Wayne,40.5106,-85.4118,United States
6082,Fort Wayne,40.5254,-85.353,United States
6083,Fort Wayne,40.5254,-85.353,United States
6092,Fort Wayne,40.5248,-85.3318,United States
6093,Fort Wayne,40.5254,-85.3318,United States
6115,Fort Wayne,40.5424,-85.293,United States
6120,Fort Wayne,40.5354,-85.2742,United States
6130,Fort Wayne,40.5442,-85.243,United States
6135,Fort Wayne,40.5448,-85.243,United States
6140,Fort Wayne,40.5742,-85.2218,United States
6150,Fort Wayne,40.5918,-85.2142,United States
6160,Fort Wayne,41.0048,-85.1924,United States
6170,Fort Wayne,41.0048,-85.1924,United States
6173,Fort Wayne,40.5742,-85.1724,United States
6250,Fort Wayne,41.0636,-84.5654,United States
6260,Fort Wayne,41.0924,-84.4948,United States
6270,Crawfordsville,40.0524,-87.0406,Waynetown town
6280,Crawfordsville,40.0618,-87.0406,United States
6290,Crawfordsville,40.0924,-87.0418,United States
6300,Crawfordsville,40.12,-87.0424,United States
6310,Crawfordsville,40.1212,-87.043,United States
6320,Crawfordsville,40.1424,-87.043,United States
6330,Crawfordsville,40.203,-87.0306,United States
6340,Crawfordsville,40.2136,-86.59,United States
6350,Crawfordsville,40.2254,-86.5612,United States
6380,Crawfordsville,40.280055,-86.501309,United States
6390,Crawfordsville,40.294221,-86.482441,United States
6400,Crawfordsville,40.304288,-86.471057,United States
6410,Crawfordsville,40.323508,-86.432536,United States
6420,Crawfordsville,40.342906,-86.405811,United States
6430,LaPorte,40.353,-86.3936,Delphi city
6450,LaPorte,40.36,-86.3924,United States
6460,LaPorte,40.3912,-86.3318,United States
6465,LaPorte,40.44,-86.24,United States
6469,LaPorte,40.4442,-86.2242,Logansport city
6470,LaPorte,40.4454,-86.2242,Logansport city
6480,LaPorte,40.453,-86.2154,Logansport city
6490,LaPorte,40.4606,-86.213,Logansport city
6500,LaPorte,40.523,-86.1818,United States
6510,LaPorte,40.5342,-86.1712,United States
6520,LaPorte,40.5642,-86.1554,Fulton town
6530,LaPorte,40.5912,-86.1436,United States
6540,LaPorte,41.0648,-86.1112,United States
6550,LaPorte,41.073,-86.1006,United States
6560,LaPorte,41.0818,-86.0912,United States
6570,LaPorte,41.1018,-86.0718,United States
6580,LaPorte,41.1024,-86.0542,United States
6590,Fort Wayne,41.1024,-86.0254,United States
6600,Fort Wayne,41.1106,-85.57,United States
6610,Fort Wayne,41.1412,-85.5212,Warsaw city
6620,Crawfordsville,40.273054,-87.214126,United States
6631,Crawfordsville,40.271293,-87.152249,Pine Village town
6640,Crawfordsville,40.264712,-87.080356,United States
6650,Crawfordsville,40.264455,-87.041328,United States
6670,Crawfordsville,40.264339,-87.005277,United States
6680,Crawfordsville,40.252726,-86.561747,West Lafayette city
6683,Crawfordsville,40.2506,-86.5354,Lafayette city
6685,Crawfordsville,40.2506,-86.5354,Lafayette city
6690,Crawfordsville,40.250621,-86.460634,United States
6700,Crawfordsville,40.250702,-86.454327,United States
6710,Crawfordsville,40.251133,-86.451601,United States
6720,Crawfordsville,40.250256,-86.395322,United States
6730,Crawfordsville,40.25018,-86.394892,United States
6740,Crawfordsville,40.250205,-86.382985,United States
6750,Crawfordsville,40.250129,-86.363118,United States
6760,Crawfordsville,40.245968,-86.291393,United States
6770,Crawfordsville,40.245722,-86.243818,United States
6780,Crawfordsville,40.250251,-86.22078,United States
6790,Greenfield,40.2506,-86.1642,United States
6793,Greenfield,40.25,-86.163,United States
6800,Greenfield,40.2506,-86.1512,United States
6810,Greenfield,40.2506,-86.0924,United States
6820,Greenfield,40.2512,-86.073,Kokomo city
6830,Greenfield,40.2518,-86.0012,United States
6840,Greenfield,40.2518,-85.5418,United States
6850,Greenfield,40.2518,-85.5212,United States
6860,Greenfield,40.2518,-85.513,United States
6870,Greenfield,40.2518,-85.503,United States
6880,Greenfield,40.2524,-85.4542,United States
6890,Greenfield,40.2524,-85.4206,United States
6900,Greenfield,40.2524,-85.4112,United States
6910,Greenfield,40.2524,-85.3906,Fairmount town
6920,Greenfield,40.2524,-85.3524,United States
6930,Fort Wayne,40.2524,-85.33,United States
6940,Fort Wayne,40.2524,-85.3036,United States
6950,Fort Wayne,40.2618,-85.2936,United States
6958,Fort Wayne,40.2706,-85.2448,United States
6960,Greenfield,40.2706,-85.2124,Hartford City city
6964,Greenfield,40.2706,-85.1954,United States
6970,Greenfield,40.27,-85.1548,United States
6980,Greenfield,40.2706,-85.1242,United States
6990,Greenfield,40.2706,-85.1012,United States
7000,Greenfield,40.2706,-85.093,United States
7010,Greenfield,40.2642,-85.0848,United States
7020,Greenfield,40.2642,-85.0542,United States
7030,Greenfield,40.2648,-85.0418,United States
7040,Greenfield,40.26,-84.5754,Portland city
7050,Greenfield,40.26,-84.5636,United States
7060,Greenfield,40.26,-84.5618,United States
7070,Greenfield,39.3512,-84.5048,United States
7080,Greenfield,39.373,-84.5424,United States
7090,Greenfield,39.3742,-84.5442,United States
7100,Greenfield,39.3936,-84.5542,United States
7110,Greenfield,39.4148,-84.5542,United States
7120,Greenfield,39.42,-84.5542,United States
7130,Greenfield,39.4212,-84.5542,United States
7140,Greenfield,39.4448,-84.5542,United States
7150,Greenfield,39.4518,-84.5518,United States
7160,Greenfield,39.4712,-84.5418,United States
7170,Greenfield,39.48,-84.533,Richmond city
7180,Greenfield,39.4836,-84.533,Richmond city
7190,Greenfield,39.4836,-84.533,Richmond city
7200,Greenfield,39.5006,-84.533,Richmond city
7210,Greenfield,39.5036,-84.5324,Richmond city
7220,Greenfield,39.5224,-84.5318,Richmond city
7221,Greenfield,39.5224,-84.5318,Richmond city
7230,Greenfield,39.5318,-84.533,Richmond city
7240,Greenfield,39.5642,-84.5506,United States
7250,Greenfield,39.57,-84.5506,United States
7260,Greenfield,40.0148,-84.5624,United States
7270,Greenfield,40.0618,-84.5636,United States
7280,Greenfield,40.1024,-84.5806,Winchester city
7290,Greenfield,40.1036,-84.5806,Winchester city
7300,Greenfield,40.11,-84.5812,Winchester city
7310,Greenfield,40.1654,-84.5836,United States
7320,Greenfield,40.1706,-84.5836,United States
7330,Greenfield,40.1818,-84.5836,United States
7340,Greenfield,40.2448,-84.5842,Portland city
7350,Greenfield,40.2554,-84.5842,Portland city
7360,Greenfield,40.3054,-84.5824,United States
7370,Fort Wayne,40.3406,-84.5736,United States
7380,Fort Wayne,40.35,-84.5742,United States
7390,Fort Wayne,40.3706,-84.5718,United States
7400,Fort Wayne,40.4212,-84.5724,United States
7410,Fort Wayne,40.4818,-84.5618,Decatur city
7420,Fort Wayne,40.51,-84.5618,Decatur city
7425,Fort Wayne,40.51,-84.5618,Decatur city
7430,Fort Wayne,40.5112,-84.5624,United States
7435,Fort Wayne,40.5112,-84.5624,United States
7440,Fort Wayne,40.5154,-84.5642,United States
7445,Fort Wayne,40.5154,-84.5642,United States
7450,Fort Wayne,40.5548,-85.0148,United States
7455,Fort Wayne,40.5548,-85.0148,United States
7460,Fort Wayne,40.593,-85.0536,United States
7465,Fort Wayne,40.593,-85.0536,United States
7490,Fort Wayne,41.0506,-85.0812,Fort Wayne city
7500,Fort Wayne,41.0542,-85.083,Fort Wayne city
7501,Fort Wayne,41.054243,-85.082518,Fort Wayne city
7510,Fort Wayne,41.0518,-85.0824,Fort Wayne city
7550,Crawfordsville,40.1654,-87.3136,United States
7560,Crawfordsville,40.164724,-87.263618,United States
7570,Crawfordsville,40.1648,-87.26,United States
7573,Crawfordsville,40.1648,-87.2512,United States
7580,Crawfordsville,40.1648,-87.2324,United States
7590,Crawfordsville,40.1648,-87.223,United States
7600,Crawfordsville,40.1648,-87.1818,United States
7610,Crawfordsville,40.1706,-87.1754,United States
7620,Crawfordsville,40.153151,-86.594815,United States
7630,Crawfordsville,40.153106,-86.561615,United States
7640,Crawfordsville,40.15314,-86.542288,United States
7650,Crawfordsville,40.153101,-86.494747,United States
7660,Crawfordsville,40.153084,-86.492008,United States
7670,Crawfordsville,40.154309,-86.391943,United States
7672,Crawfordsville,40.160643,-86.374309,United States
7677,Crawfordsville,40.1624,-86.1436,United States
7680,Greenfield,40.163,-86.1154,United States
7690,Greenfield,40.1636,-86.0806,United States
7692,Greenfield,40.163014,-86.073749,United States
7697,Greenfield,40.1636,-86.0336,United States
7700,Greenfield,40.17,-86.0306,Tipton city
7710,Greenfield,40.1706,-86.0054,United States
7720,Greenfield,40.1642,-85.5324,United States
7730,Greenfield,40.1642,-85.5042,El Dorado city
7740,Greenfield,40.1642,-85.4906,El Dorado city
7750,Greenfield,40.1642,-85.4248,United States
7760,Greenfield,40.1642,-85.413,United States
7770,Greenfield,40.1642,-85.3836,United States
7780,Greenfield,40.1642,-85.2912,United States
7785,Greenfield,40.1636,-85.3242,United States
7790,Greenfield,40.1642,-85.263,United States
7795,Greenfield,40.1642,-85.3418,United States
7798,Greenfield,40.1736,-85.1718,United States
7800,Greenfield,40.18,-85.1412,Albany town
7810,Greenfield,40.1736,-85.0836,United States
7820,Greenfield,40.173,-85.04,United States
7830,Greenfield,40.17,-85.0142,United States
7840,Greenfield,40.1654,-85.0136,United States
7850,Greenfield,40.1642,-84.5848,United States
7860,Greenfield,40.1636,-84.58,United States
7865,Greenfield,40.1554,-84.5618,United States
7870,Greenfield,40.1524,-84.5448,United States
7880,Greenfield,40.13,-84.4918,United States
7886,Crawfordsville,40.1812,-86.2336,United States
7890,Crawfordsville,40.1912,-86.2336,United States
7900,Crawfordsville,40.2124,-86.2336,United States
7910,LaPorte,40.25,-86.2336,United States
7916,LaPorte,40.263273,-86.233469,United States
7920,LaPorte,40.2918,-86.2342,Burlington town
7930,LaPorte,40.3324,-86.2336,United States
7940,LaPorte,40.3506,-86.233,United States
7950,LaPorte,40.3636,-86.233,United States
7960,LaPorte,40.393,-86.233,United States
7970,LaPorte,40.4042,-86.233,United States
8060,LaPorte,41.2942,-87.3112,Craigmont city
8070,LaPorte,41.293,-87.2936,Craigmont city
8075,LaPorte,41.293,-87.29,Schererville town
8110,LaPorte,41.2854,-87.2606,Schererville town
8140,LaPorte,41.2818,-87.1318,Hobart city
8160,LaPorte,41.2736,-87.0406,Valparaiso city
8190,LaPorte,41.2624,-86.5748,United States
8200,LaPorte,41.2606,-86.5406,Wanatah town
8220,LaPorte,41.2454,-86.4624,United States
8230,LaPorte,41.2454,-86.4624,United States
8240,LaPorte,41.2406,-86.4206,United States
8250,LaPorte,41.2406,-86.4206,United States
8260,LaPorte,41.2342,-86.4006,United States
8270,LaPorte,41.2348,-86.4006,United States
8280,LaPorte,41.2342,-86.3748,United States
8290,LaPorte,41.2342,-86.3748,United States
8300,LaPorte,41.2342,-86.3718,United States
8310,LaPorte,41.2342,-86.3718,United States
8340,LaPorte,41.2242,-86.3242,United States
8350,LaPorte,41.2242,-86.3242,United States
8360,LaPorte,41.2148,-86.19,Plymouth city
8370,LaPorte,41.2148,-86.19,Plymouth city
8400,LaPorte,41.2148,-86.1848,Plymouth city
8410,LaPorte,41.2148,-86.1848,Plymouth city
8420,LaPorte,41.2148,-86.1824,Plymouth city
8430,LaPorte,41.2148,-86.1824,Plymouth city
8440,LaPorte,41.2118,-86.1654,Plymouth city
8450,LaPorte,41.2118,-86.1654,Plymouth city
8460,Fort Wayne,41.163,-86.0112,United States
8470,Fort Wayne,41.163,-86.0106,United States
8480,Fort Wayne,41.1606,-86,United States
8490,Fort Wayne,41.1606,-86,United States
8500,Fort Wayne,41.16,-85.5742,United States
8510,Fort Wayne,41.16,-85.5742,United States
8520,Fort Wayne,41.1612,-85.5148,United States
8530,Fort Wayne,41.1612,-85.5148,United States
8540,Fort Wayne,41.16,-85.5112,Warsaw city
8550,Fort Wayne,41.1606,-85.5112,Warsaw city
8560,Fort Wayne,41.16,-85.5106,Warsaw city
8570,Fort Wayne,41.16,-85.5106,Warsaw city
8580,Fort Wayne,41.1542,-85.5012,Warsaw city
8590,Fort Wayne,41.1542,-85.5012,Warsaw city
8600,Fort Wayne,41.13,-85.4542,United States
8610,Fort Wayne,41.123,-85.4336,United States
8620,Fort Wayne,41.123,-85.433,United States
8630,Fort Wayne,41.1042,-85.3542,United States
8640,Fort Wayne,41.1042,-85.3542,United States
8650,Fort Wayne,41.103,-85.3312,United States
8660,Fort Wayne,41.1006,-85.2824,Columbia City city
8670,Fort Wayne,41.1006,-85.2824,Columbia City city
8680,Fort Wayne,41.0854,-85.2706,United States
8690,Fort Wayne,41.09,-85.2706,United States
8700,Fort Wayne,41.0736,-85.1454,United States
8710,Fort Wayne,41.0736,-85.1454,United States
8730,Fort Wayne,41.0736,-85.1136,Fort Wayne city
8740,Fort Wayne,41.0724,-85.1118,Fort Wayne city
8750,Fort Wayne,41.0706,-85.0948,Fort Wayne city
8760,Fort Wayne,41.07,-85.0724,Fort Wayne city
8770,Fort Wayne,41.0654,-85.07,Fort Wayne city
8780,Fort Wayne,41.0654,-85.07,Fort Wayne city
8790,Fort Wayne,41.0448,-85.0518,Fort Wayne city
8800,Fort Wayne,41.043,-85.0518,Fort Wayne city
8805,Fort Wayne,41.043,-85.0518,Fort Wayne city
8810,Fort Wayne,41.0424,-85.0518,Fort Wayne city
8820,Fort Wayne,41.0418,-85.0418,Fort Wayne city
8830,Fort Wayne,41.0412,-85.0142,New Haven city
8840,Fort Wayne,41.0112,-84.523,United States
8845,Fort Wayne,41.0112,-84.5224,United States
8860,Fort Wayne,41.0048,-84.51,United States
8865,Fort Wayne,41.0048,-84.51,United States
8868,No MPO,38.1606,-85.45,Jeffersonville city
8870,Seymour,38.1636,-85.45,Jeffersonville city
8880,Seymour,38.1636,-85.45,Jeffersonville city
8890,Seymour,38.1642,-85.45,Jeffersonville city
8891,Seymour,38.164135,-85.445742,Jeffersonville city
8900,Seymour,38.1642,-85.45,Jeffersonville city
8901,Seymour,38.164134,-85.445978,Jeffersonville city
8910,Seymour,38.1648,-85.45,Jeffersonville city
8920,Seymour,38.1648,-85.4506,Clarksville town
8921,Seymour,38.164606,-85.450104,Clarksville town
8953,Seymour,38.1954,-85.4454,Clarksville town
8960,Seymour,38.2136,-85.4442,Clarksville town
9000,Seymour,38.25,-85.4512,United States
9010,Seymour,38.3006,-85.4554,United States
9020,Seymour,38.3054,-85.46,United States
9030,Seymour,38.373,-85.4636,United States
9040,Seymour,38.39,-85.463,United States
9050,Seymour,38.4248,-85.4706,Scottsburg city
9060,Seymour,38.4324,-85.47,United States
9070,Seymour,38.4412,-85.48,Austin city
9080,Seymour,38.4548,-85.4906,United States
9090,Seymour,38.4618,-85.4924,United States
9100,Seymour,38.4818,-85.5024,United States
9110,Seymour,38.4906,-85.5018,United States
9120,Seymour,38.5154,-85.4912,United States
9130,Seymour,38.5408,-85.4915,United States
9140,Seymour,38.5424,-85.4918,United States
9150,Seymour,38.5448,-85.493,United States
9160,Seymour,38.5454,-85.4948,United States
9170,Seymour,38.5554,-85.5006,United States
9190,Seymour,38.5912,-85.5006,United States
9200,Seymour,39.0306,-85.4954,United States
9201,Seymour,39.030583,-85.495334,United States
9210,Seymour,39.0354,-85.5,United States
9211,Seymour,39.034968,-85.495885,United States
9220,Seymour,39.0436,-85.5018,United States
9230,Seymour,39.0824,-85.5024,United States
9240,Seymour,39.1,-85.503,United States
9250,Seymour,39.1024,-85.5036,United States
9260,Seymour,39.123,-85.5224,Columbus city
9270,Seymour,39.1242,-85.5242,Columbus city
9275,Seymour,39.133,-85.5336,Columbus city
9280,Seymour,39.133,-85.5336,Columbus city
9290,Seymour,39.1412,-85.5542,Columbus city
9300,Seymour,39.143,-85.5618,Columbus city
9305,Seymour,39.143,-85.5618,Columbus city
9310,Seymour,39.2124,-85.5906,United States
9320,Seymour,39.2124,-85.5906,United States
9330,Seymour,39.2418,-85.5936,United States
9340,Seymour,39.2418,-85.5936,United States
9350,Seymour,39.2542,-86.0012,United States
9360,Seymour,39.2542,-86.0012,United States
9370,Seymour,39.2706,-86.0206,United States
9380,Seymour,39.2706,-86.0206,United States
9390,Seymour,39.2842,-86.0354,Franklin city
9400,Seymour,39.3,-86.0406,Franklin city
9410,Seymour,39.333,-86.0524,New Whiteland town
9420,Seymour,39.3636,-86.0648,Greenwood city
9425,Seymour,39.3724,-86.0706,Greenwood city
9427,Greenfield,39.3848,-86.0806,Huntington Beach city
9430,Greenfield,39.4054,-86.09,Huntington Beach city
9440,Greenfield,39.42,-86.09,Huntington Beach city
